title,year,language,primary_genre,genres,director,lead_actor,has_love_triangle,review_notes
Dabangg 3,2019,Hindi,action,"action, comedy, romance, drama",Prabhu Deva,Salman Khan,True,Verify if romance subplot is significant enough to tag as has_romance
Enai Noki Paayum Thota,2019,Tamil,action,"action, romance, thriller, drama",Gautham Menon,Dhanush,True,Verify if romance subplot is significant enough to tag as has_romance
Vantha Rajavathaan Varuven,2019,Tamil,action,"action, comedy, romance, drama",Sundar C,Silambarasan,True,Verify if romance subplot is significant enough to tag as has_romance
Hero,2019,Tamil,action,"action, drama, comedy, romance",P.S. Mithran,Sivakarthikeyan,True,Verify if romance subplot is significant enough to tag as has_romance
Ala Vaikunthapurramuloo,2020,Telugu,action,"action, comedy, romance, drama, family",Trivikram Srinivas,Allu Arjun,False,Verify if romance subplot is significant enough to tag as has_romance
Sarileru Neekevvaru,2020,Telugu,action,"action, drama, romance, comedy",Anil Ravipudi,Mahesh Babu,True,Verify if romance subplot is significant enough to tag as has_romance
Pattas,2020,Tamil,action,"action, comedy, romance, drama",R. S. Durai Senthilkumar,Dhanush,True,Verify if romance subplot is significant enough to tag as has_romance
Sridevi Soda Center,2021,Telugu,action,"action, comedy, romance, drama",G. Nageswara Reddy,Sudheer Babu,True,Verify if romance subplot is significant enough to tag as has_romance
Maha Samudram,2021,Telugu,action,"action, drama, romance, thriller",Ajay Bhupathi,Sharwanand,True,Verify if romance subplot is significant enough to tag as has_romance
Eeswaran,2021,Tamil,action,"action, romance, drama, family",Suseenthiran,Silambarasan,False,Verify if romance subplot is significant enough to tag as has_romance
Brahmastra: Part One - Shiva,2022,Hindi,action,"action, fantasy, adventure, romance, drama",Ayan Mukerji,Ranbir Kapoor,True,Verify if romance subplot is significant enough to tag as has_romance
Kisi Ka Bhai Kisi Ki Jaan,2022,Hindi,action,"action, comedy, romance, drama, family",Farhad Samji,Salman Khan,True,Verify if romance subplot is significant enough to tag as has_romance
The Legend,2022,Tamil,action,"action, comedy, romance",J.D.,Saravana,True,Verify if romance subplot is significant enough to tag as has_romance
Heropanti 2,2022,Hindi,action,"action, romance, thriller",Ahmed Khan,Tiger Shroff,True,Verify if romance subplot is significant enough to tag as has_romance
Sarkaru Vaari Paata,2022,Telugu,action,"action, comedy, romance, drama",Parasuram,Mahesh Babu,False,Verify if romance subplot is significant enough to tag as has_romance
Pakka Commercial,2022,Telugu,action,"action, comedy, romance, drama",Maruthi Dasari,Gopichand,True,Verify if romance subplot is significant enough to tag as has_romance
Gadar 2,2023,Hindi,action,"action, drama, historical, romance, war",Anil Sharma,Sunny Deol,True,Verify if romance subplot is significant enough to tag as has_romance
Dasara,2023,Telugu,action,"action, drama, romance, crime",Srikanth Odela,Nani,True,Verify if romance subplot is significant enough to tag as has_romance
Retro,2025,Tamil,action,"action, romance, thriller, crime, drama",Karthik Subbaraj,Suriya,True,Verify if romance subplot is significant enough to tag as has_romance
Aap Jaisa Koi,2025,Hindi,action,"action, romance, thriller, adventure",Jagan Shakti,Madhavan,False,Verify if romance subplot is significant enough to tag as has_romance
O'Romeo,2026,Hindi,action,"action, romance, thriller",Ali Abbas Zafar,Shahid Kapoor,True,Verify if romance subplot is significant enough to tag as has_romance
Guru,2007,Hindi,biopic,"drama, biopic, romance, historical",Mani Ratnam,Abhishek Bachchan,True,Verify if romance subplot is significant enough to tag as has_romance
The Dirty Picture,2011,Hindi,biopic,"drama, biopic, romance, musical",Milan Luthria,Vidya Balan,True,Verify if romance subplot is significant enough to tag as has_romance
Manjhi: The Mountain Man,2015,Hindi,biopic,"drama, biopic, historical, romance, adventure",Ketan Mehta,Nawazuddin Siddiqui,False,Verify if romance subplot is significant enough to tag as has_romance
M.S. Dhoni: The Untold Story,2016,Hindi,biopic,"biopic, drama, sports, romance",Neeraj Pandey,Sushant Singh Rajput,True,Verify if romance subplot is significant enough to tag as has_romance
Mahanati,2018,Telugu,biopic,"biopic, drama, romance, historical",Nag Ashwin,Keerthy Suresh,True,Verify if romance subplot is significant enough to tag as has_romance
Shershaah,2021,Hindi,biopic,"action, drama, romance, biopic, war, historical",Vishnuvardhan,Sidharth Malhotra,True,Verify if romance subplot is significant enough to tag as has_romance
Amaran,2024,Tamil,biopic,"action, drama, biopic, war, romance",Rajkumar Periasamy,Sivakarthikeyan,True,Verify if romance subplot is significant enough to tag as has_romance
Missamma,1955,Telugu,comedy,"comedy, romance, drama, family",L. V. Prasad,N. T. Rama Rao,True,Verify if romance subplot is significant enough to tag as has_romance
Gundamma Katha,1962,Telugu,comedy,"comedy, romance, drama, family",L.V. Prasad,N.T. Rama Rao,True,Verify if romance subplot is significant enough to tag as has_romance
Bluff Master,1963,Hindi,comedy,"action, comedy, romance, thriller",Manmohan Desai,Shammi Kapoor,True,Verify if romance subplot is significant enough to tag as has_romance
Bhale Mastaru,1969,Telugu,comedy,"comedy, romance, drama, musical",B.V. Prasad,Akkineni Nageswara Rao,True,Verify if romance subplot is significant enough to tag as has_romance
Seeta Aur Geeta,1972,Hindi,comedy,"comedy, drama, romance, family, action",Ramesh Sippy,Dharmendra,True,Verify if romance subplot is significant enough to tag as has_romance
Chupke Chupke,1975,Hindi,comedy,"comedy, romance, drama, family",Hrishikesh Mukherjee,Amitabh Bachchan,True,Verify if romance subplot is significant enough to tag as has_romance
Manmadha Leelai,1976,Tamil,comedy,"comedy, romance, drama",K. Balachander,Kamal Haasan,True,Verify if romance subplot is significant enough to tag as has_romance
Gol Maal,1979,Hindi,comedy,"comedy, drama, romance",Hrishikesh Mukherjee,Amol Palekar,True,Verify if romance subplot is significant enough to tag as has_romance
Golmaal,1979,Hindi,comedy,"comedy, romance, drama, family",Hrishikesh Mukherjee,Amol Palekar,True,Verify if romance subplot is significant enough to tag as has_romance
Khoobsurat,1980,Hindi,comedy,"comedy, romance, drama, family",Hrishikesh Mukherjee,Rekha,True,Verify if romance subplot is significant enough to tag as has_romance
Khubsoorat,1980,Hindi,comedy,"comedy, romance, drama, family",Hrishikesh Mukherjee,Rakesh Roshan,True,Verify if romance subplot is significant enough to tag as has_romance
Chashme Buddoor,1981,Hindi,comedy,"comedy, romance",Sai Paranjape,Farooque Shaikh,True,Verify if romance subplot is significant enough to tag as has_romance
Naram Garam,1981,Hindi,comedy,"comedy, romance, drama",Hrishikesh Mukherjee,Amol Palekar,True,Verify if romance subplot is significant enough to tag as has_romance
Thillu Mullu,1981,Tamil,comedy,"comedy, romance, musical",K. Balachander,Rajinikanth,True,Verify if romance subplot is significant enough to tag as has_romance
Aakali Rajyam,1981,Telugu,comedy,"comedy, drama, romance",K. Balachander,Kamal Haasan,True,Verify if romance subplot is significant enough to tag as has_romance
Satte Pe Satta,1982,Hindi,comedy,"action, comedy, romance, drama, musical",Raj N. Sippy,Amitabh Bachchan,True,Verify if romance subplot is significant enough to tag as has_romance
Sakalakala Vallavan,1982,Tamil,comedy,"action, comedy, romance, drama, musical",S. P. Muthuraman,Kamal Haasan,True,Verify if romance subplot is significant enough to tag as has_romance
Intlo Ramayya Veedilo Krishnayya,1982,Telugu,comedy,"comedy, romance, drama, family",Jandhyala,Chiranjeevi,True,Verify if romance subplot is significant enough to tag as has_romance
Rang Birangi,1983,Hindi,comedy,"comedy, romance, drama",Hrishikesh Mukherjee,Amol Palekar,True,Verify if romance subplot is significant enough to tag as has_romance
Mundhanai Mudichu,1983,Tamil,comedy,"comedy, romance, drama, family",Rajasekhar,Urvashi,True,Verify if romance subplot is significant enough to tag as has_romance
Aadavallaku Mogudu,1983,Telugu,comedy,"comedy, drama, romance, family",E.V.V. Satyanarayana,Chiranjeevi,True,Verify if romance subplot is significant enough to tag as has_romance
Japanil Kalyanaraman,1985,Tamil,comedy,"comedy, romance, adventure",Major Sundarrajan,Kamal Haasan,True,Verify if romance subplot is significant enough to tag as has_romance
Pushpaka Vimana,1987,Kannada,comedy,"comedy, romance, drama",Singeetam Srinivasa Rao,Kamal Haasan,True,Verify if romance subplot is significant enough to tag as has_romance
Yamudiki Mogudu,1988,Telugu,comedy,"comedy, fantasy, romance, family",K. Raghavendra Rao,Chiranjeevi,True,Verify if romance subplot is significant enough to tag as has_romance
Bhale Mogudu,1988,Telugu,comedy,"comedy, romance, drama, family",K. Raghavendra Rao,Venkatesh,True,Verify if romance subplot is significant enough to tag as has_romance
Indiran Chandiran,1989,Tamil,comedy,"comedy, fantasy, adventure, romance",Singeetam Srinivasa Rao,Kamal Haasan,True,Verify if romance subplot is significant enough to tag as has_romance
Athaku Yamudu Ammayiki Mogudu,1989,Telugu,comedy,"comedy, romance, drama, family",E.V.V. Satyanarayana,Chiranjeevi,True,Verify if romance subplot is significant enough to tag as has_romance
Michael Madana Kama Rajan,1990,Tamil,comedy,"comedy, family, romance, drama",Singeetam Srinivasa Rao,Kamal Haasan,True,Verify if romance subplot is significant enough to tag as has_romance
Appu Raja,1990,Tamil,comedy,"action, comedy, drama, romance",K. S. Ravikumar,Kamal Haasan,True,Verify if romance subplot is significant enough to tag as has_romance
Nari Nari Naduma Murari,1990,Telugu,comedy,"comedy, romance, drama",E. V. V. Satyanarayana,Balakrishna,True,Verify if romance subplot is significant enough to tag as has_romance
Swarg,1990,Hindi,comedy,"comedy, romance, drama",David Dhawan,Govinda,False,Verify if romance subplot is significant enough to tag as has_romance
Singaravelan,1992,Tamil,comedy,"comedy, romance, family, drama",R. V. Udayakumar,Kamal Haasan,True,Verify if romance subplot is significant enough to tag as has_romance
Shola Aur Shabnam,1992,Hindi,comedy,"action, comedy, romance",David Dhawan,Govinda,True,Verify if romance subplot is significant enough to tag as has_romance
Kabhi Haan Kabhi Naa,1993,Hindi,comedy,"comedy, romance, drama, musical",Kundan Shah,Shah Rukh Khan,True,Verify if romance subplot is significant enough to tag as has_romance
Hum Hain Rahi Pyar Ke,1993,Hindi,comedy,"comedy, romance, drama, family",Mahesh Bhatt,Aamir Khan,True,Verify if romance subplot is significant enough to tag as has_romance
Govinda Govinda,1993,Telugu,comedy,"comedy, drama, romance, family",K. Raghavendra Rao,Venkatesh,True,Verify if romance subplot is significant enough to tag as has_romance
Rajendrudu Gajendrudu,1993,Telugu,comedy,"comedy, romance, family",E.V.V. Satyanarayana,Rajendra Prasad,True,Verify if romance subplot is significant enough to tag as has_romance
Kalaignan,1993,Tamil,comedy,"action, comedy, romance, drama, musical",G. B. Vijay,Kamal Haasan,True,Verify if romance subplot is significant enough to tag as has_romance
Andaz Apna Apna,1994,Hindi,comedy,"comedy, romance, adventure",Rajkumar Santoshi,Aamir Khan,True,Verify if romance subplot is significant enough to tag as has_romance
Hello Brother,1994,Telugu,comedy,"action, comedy, romance",E. V. V. Satyanarayana,Nagarjuna,True,Verify if romance subplot is significant enough to tag as has_romance
Bavagaru Bagunnara,1994,Telugu,comedy,"comedy, romance, drama, musical",E. V. V. Satyanarayana,Chiranjeevi,True,Verify if romance subplot is significant enough to tag as has_romance
Allari Mogudu,1994,Telugu,comedy,"comedy, romance, family",G. Nageswara Reddy,Venkatesh,True,Verify if romance subplot is significant enough to tag as has_romance
Raja Babu,1994,Hindi,comedy,"comedy, romance, drama",David Dhawan,Govinda,True,Verify if romance subplot is significant enough to tag as has_romance
Coolie No. 1,1995,Telugu,comedy,"comedy, romance, drama, family",V. V. Vinayak,Venkatesh,True,Verify if romance subplot is significant enough to tag as has_romance
Hulchul,1995,Hindi,comedy,"action, comedy, romance, drama, family",Priyadarshan,Ajay Devgn,False,Verify if romance subplot is significant enough to tag as has_romance
Sathi Leelavathi,1995,Tamil,comedy,"comedy, drama, romance",Balu Mahendra,Kamal Haasan,True,Verify if romance subplot is significant enough to tag as has_romance
Alluda Majaka,1995,Telugu,comedy,"action, comedy, romance, musical",E.V.V. Satyanarayana,Chiranjeevi,True,Verify if romance subplot is significant enough to tag as has_romance
Avvai Shanmughi,1996,Tamil,comedy,"comedy, family, romance, drama",K. S. Ravikumar,Kamal Haasan,True,Verify if romance subplot is significant enough to tag as has_romance
Aa Okkati Adakku,1996,Telugu,comedy,"comedy, romance, family",G. Nageswara Reddy,Rajendra Prasad,True,Verify if romance subplot is significant enough to tag as has_romance
Akkada Ammayi Ikkada Abbayi,1996,Telugu,comedy,"comedy, romance, drama",E.V.V. Satyanarayana,Pawan Kalyan,True,Verify if romance subplot is significant enough to tag as has_romance
Avvai Shanmugi,1996,Tamil,comedy,"comedy, drama, family, romance",K. S. Ravikumar,Kamal Haasan,True,Verify if romance subplot is significant enough to tag as has_romance
